Voltage_V,Current_A,Battery_Temperature_°C,Charge_Discharge_Cycles,Ambient_Temperature_°C,Humidity_%,Avg_Cycles_Per_Hour,Energy_Consumption_Wh,Temp_Fluctuation_°C,SOH_%
3.771,-17.106,51.402,560,-4.285,90.337,7.887,126.426,55.687,84.671
3.032,11.447,27.623,996,-2.821,69.360,62.456,57.401,30.444,82.236
3.703,-4.922,49.590,58,3.618,54.032,2.337,14.901,45.972,96.623
4.128,-15.985,25.386,643,19.700,28.951,34.133,120.114,5.686,85.804
3.691,5.351,15.138,884,27.641,83.137,13.929,12.865,12.503,84.484
3.466,15.205,59.005,166,3.725,30.263,4.100,76.144,55.280,95.170
3.772,15.510,18.233,646,33.532,78.109,112.737,69.375,15.299,88.306
3.550,18.307,19.423,966,-4.541,62.234,32.375,36.318,23.964,78.528
3.655,14.708,59.382,944,0.380,50.867,10.951,99.767,59.002,83.138
4.130,-19.914,8.036,600,38.523,69.039,7.518,159.690,30.487,87.575
3.463,-4.790,45.632,782,-3.263,81.788,12.094,30.871,48.895,83.696
4.153,12.742,56.149,262,34.406,95.291,27.670,41.736,21.743,93.660
4.086,-5.350,30.708,430,25.197,41.176,4.864,21.849,5.511,92.514
3.235,4.062,0.151,627,-6.346,95.770,11.629,25.409,6.497,87.804
3.083,4.253,22.504,195,14.185,96.876,3.903,8.649,8.319,89.437
3.121,-5.399,6.694,353,15.949,85.090,3.777,23.168,9.255,91.861
3.022,16.179,24.971,885,36.607,90.515,471.859,60.054,11.636,82.394
3.113,0.129,47.402,940,11.055,75.394,16.776,0.292,36.347,78.788
3.820,-1.409,26.323,619,12.338,23.128,7.803,9.849,13.985,86.300
3.085,19.901,25.916,873,-4.376,66.006,119.501,43.052,30.292,81.290
3.383,-0.260,33.407,914,21.959,79.776,25.137,1.222,11.448,84.570
4.014,-12.864,34.901,46,0.545,95.336,0.470,50.462,34.356,99.674
3.028,0.523,51.378,752,-6.123,65.636,34.233,1.785,57.501,85.095
3.977,12.561,18.501,308,39.846,83.536,5.748,40.815,21.345,91.119
3.338,11.074,49.300,229,3.481,76.403,3.059,53.119,45.819,93.292
3.142,11.543,33.956,410,-2.947,42.464,10.341,71.920,36.903,92.801
3.836,8.321,18.032,900,24.975,32.378,21.750,55.869,6.943,82.861
3.755,-9.831,17.708,756,31.084,80.072,104.081,56.289,13.376,81.580
4.053,14.483,21.668,315,-6.796,38.701,15.894,95.949,28.464,95.802
3.882,15.738,37.362,761,-4.730,39.575,8.630,107.462,42.092,82.148
3.964,-12.234,13.849,76,-5.491,71.516,0.927,58.622,19.340,98.765
3.338,-14.782,55.220,61,-7.652,83.125,1.958,66.640,62.872,100.000
3.213,19.024,34.495,570,22.973,66.587,14.695,112.665,11.522,86.855
3.901,14.733,55.201,237,19.416,90.799,5.314,88.734,35.785,94.599
3.968,15.729,2.784,700,23.140,36.915,19.859,43.941,20.356,84.635
4.189,15.455,20.557,567,15.283,40.193,8.625,108.072,5.274,88.265
3.495,1.667,1.368,77,30.875,70.956,33.920,3.112,29.507,100.000
3.446,5.856,16.335,733,17.333,86.349,8.317,35.744,0.998,84.609
3.932,1.815,51.720,558,35.937,63.148,18.138,12.007,15.783,87.674
3.409,-17.952,2.197,943,14.282,20.831,10.794,106.860,12.085,82.791
4.117,9.820,26.169,649,29.533,74.155,14.114,21.645,3.364,84.124
4.030,0.213,7.054,415,10.368,85.087,5.330,1.681,3.314,91.787
3.515,5.908,25.010,960,11.761,42.123,11.601,29.513,13.249,78.947
3.901,0.106,50.331,23,32.450,24.336,0.746,0.703,17.881,98.557
3.905,-0.328,37.384,28,-4.617,61.436,0.435,1.729,42.001,97.283
3.124,-13.128,44.205,490,18.246,23.372,8.015,41.407,25.959,86.693
4.083,-8.851,20.946,134,26.317,53.281,2.784,34.123,5.371,92.523
3.606,-13.646,56.664,350,27.521,21.425,7.370,29.766,29.143,91.379
3.992,-12.173,42.556,912,19.575,37.997,29.217,63.842,22.981,81.471
3.384,18.919,25.308,349,12.403,51.106,11.006,45.800,12.905,94.164
4.075,-13.875,25.588,280,3.039,28.936,5.066,76.402,22.549,91.091
3.467,-9.229,55.121,475,35.471,29.132,113.236,45.992,19.650,90.023
3.013,3.624,34.584,291,8.489,86.165,3.115,12.700,26.095,94.889
4.086,4.407,42.383,188,29.950,23.314,2.877,13.226,12.433,96.470
3.110,-13.841,25.022,582,-8.417,75.117,12.962,49.462,33.439,88.378
3.383,11.749,13.422,418,1.608,85.159,58.718,72.260,11.814,86.820
4.140,11.408,43.414,887,7.279,30.458,13.997,56.064,36.135,81.306
4.141,-10.507,36.469,467,23.579,35.630,169.416,44.123,12.890,89.910
3.688,-8.453,30.081,205,5.967,71.319,3.001,45.036,24.114,96.465
3.758,17.520,37.441,241,-7.932,45.252,29.462,94.039,45.373,97.110
3.538,13.027,12.497,305,-1.307,58.114,4.624,29.309,13.804,93.110
3.352,7.912,47.636,183,2.958,86.880,4.444,22.668,44.678,95.060
3.394,-16.711,56.890,477,-1.198,31.039,7.162,70.420,58.088,89.800
3.807,-3.269,53.466,503,0.186,69.572,34.192,13.061,53.280,89.384
3.903,2.372,19.286,127,28.448,95.392,10.063,9.072,9.162,98.087
3.950,-12.504,24.360,448,10.602,24.597,17.572,57.717,13.758,91.566
3.948,-2.071,48.504,229,10.259,24.801,5.486,7.649,38.245,94.544
3.109,4.041,35.707,40,38.330,64.379,1.536,12.830,2.623,99.777
3.593,-6.905,32.875,792,12.335,96.806,86.847,41.195,20.540,83.188
3.069,11.238,55.599,673,36.383,37.638,20.285,43.641,19.216,82.865
3.659,13.618,32.161,391,4.953,46.463,5.517,90.153,27.208,89.095
3.530,-7.056,30.896,823,10.031,27.892,14.014,47.893,20.865,78.322
4.065,13.546,2.521,339,9.814,48.980,3.518,103.693,7.293,96.002
3.421,-15.857,4.165,669,17.304,23.547,15.151,47.768,13.139,88.910
3.140,13.509,0.445,835,19.212,51.128,24.597,51.298,18.767,85.108
3.172,-13.890,54.795,20,2.406,64.439,0.287,57.390,52.389,98.332
3.914,-16.683,24.503,346,29.679,98.000,8.281,116.117,5.176,94.208
3.742,5.671,28.114,9,14.826,85.471,0.145,28.405,13.288,100.000
3.121,-1.123,50.723,86,-9.648,85.765,0.908,3.081,60.371,94.849
3.101,16.316,36.555,544,19.567,38.252,10.789,66.853,16.988,86.848
3.841,-5.472,36.570,970,29.903,26.979,19.277,11.905,6.667,81.250
3.087,-8.514,17.792,872,2.523,68.246,11.217,46.026,15.269,81.174
3.986,0.029,50.035,338,-8.106,61.691,4.456,0.156,58.141,91.324
3.847,-1.762,9.950,714,30.359,61.320,13.703,10.016,20.409,87.218
3.098,-6.223,3.189,3,38.814,28.721,0.405,15.450,35.625,98.174
3.102,7.750,11.496,22,-6.172,59.511,0.224,32.147,17.668,100.000
4.184,10.382,16.064,196,36.902,32.028,5.110,56.294,20.838,98.826
3.449,14.119,16.939,820,7.964,53.769,25.345,69.609,8.975,82.656
3.445,18.914,40.231,880,37.072,24.973,8.964,115.405,3.159,83.920
3.975,-9.334,13.069,497,22.442,88.551,5.690,61.101,9.373,89.997
4.137,8.644,40.599,900,34.512,21.054,26.713,47.215,6.087,80.526
4.183,-4.230,5.468,785,29.292,95.146,24.903,32.559,23.824,88.039
3.904,7.083,8.832,272,-8.600,89.031,3.758,28.693,17.432,95.109
3.452,-0.961,30.529,953,-6.728,80.209,27.949,4.110,37.257,78.825
3.100,19.751,55.314,450,16.287,98.604,17.380,90.259,39.027,90.916
3.933,9.156,51.574,106,-3.519,24.306,1.082,41.814,55.093,100.000
3.670,18.100,58.125,880,13.052,71.328,15.437,69.225,45.073,81.477
3.509,13.399,39.029,377,37.732,87.944,4.929,31.435,1.297,92.332
4.088,16.116,40.549,199,4.738,30.129,2.780,95.783,35.811,94.536
3.133,12.577,37.501,951,14.446,66.782,12.547,31.086,23.055,81.154
3.591,-1.634,37.369,935,9.213,51.514,10.339,4.151,28.156,78.950
3.014,-9.928,8.827,854,21.491,54.866,16.885,23.137,12.664,81.125
3.562,-5.187,32.624,726,-0.308,93.002,9.605,28.319,32.932,84.327
3.068,-19.191,23.164,1,2.997,63.092,0.013,41.658,20.167,99.875
3.143,0.960,26.552,120,32.938,27.461,1.267,5.927,6.386,99.530
3.141,0.202,31.416,614,30.567,94.977,8.576,1.039,0.849,87.106
3.779,1.010,7.704,148,29.459,34.817,1.656,4.157,21.755,98.597
3.895,18.961,21.569,947,28.546,91.411,90.981,102.650,6.977,79.450
3.700,16.458,3.807,151,12.972,97.674,11.199,31.144,9.165,97.964
4.155,-13.531,58.780,564,26.445,90.227,33.821,99.332,32.335,90.034
3.450,-5.245,7.112,677,9.360,74.171,44.143,16.409,2.248,86.077
3.343,-3.042,15.511,915,-4.965,79.484,94.678,6.181,20.476,82.217
4.042,-5.579,53.478,305,9.669,75.989,23.221,36.919,43.809,92.008
3.268,11.940,28.963,678,-2.067,56.842,6.808,38.800,31.030,87.129
4.156,0.962,8.138,827,9.543,41.954,29.592,5.403,1.405,77.749
3.015,2.884,23.054,881,4.871,42.800,18.230,15.356,18.183,78.821
4.164,14.121,6.952,474,19.958,78.493,5.757,97.837,13.006,91.107
3.052,12.237,12.013,363,8.077,70.083,28.555,37.544,3.936,89.160
4.069,-14.712,3.122,806,25.279,66.791,24.862,107.936,22.157,82.331
3.633,8.557,26.294,70,15.607,72.209,4.174,33.676,10.687,100.000
4.192,-2.583,48.398,639,35.975,81.983,88.836,13.535,12.423,88.396
3.089,-8.214,35.158,32,-5.449,79.867,0.333,35.996,40.607,100.000
3.665,-17.999,36.381,156,24.385,28.432,1.814,40.007,11.996,96.467
4.163,-0.510,12.035,329,23.620,49.043,3.736,2.963,11.585,93.119
3.628,-5.783,20.634,777,37.531,41.117,8.931,28.662,16.897,84.131
3.755,-9.939,50.715,715,8.578,63.059,43.859,67.560,42.137,83.005
3.835,7.787,5.271,706,5.272,24.913,8.969,30.774,0.001,85.247
3.545,10.779,51.476,386,-1.380,80.997,5.283,32.987,52.856,89.079
3.753,-10.208,29.021,972,3.264,28.522,10.495,46.539,25.757,82.383
3.701,-18.022,50.229,620,15.095,41.712,27.297,102.117,35.134,88.064
4.081,13.950,19.080,158,31.886,82.619,3.763,76.448,12.806,93.946
3.055,-19.602,20.331,794,4.214,24.125,26.293,42.357,16.117,82.375
3.337,17.484,45.096,965,-2.113,72.816,36.369,59.618,47.209,80.732
4.140,5.105,47.100,538,3.606,93.958,8.203,12.589,43.494,89.248
4.068,-7.126,13.779,226,-4.954,69.411,13.116,46.642,18.733,93.010
3.547,-10.141,58.372,251,36.335,77.013,5.339,65.625,22.037,94.200
3.744,-19.640,5.069,366,33.631,83.381,5.629,41.804,28.562,93.563
3.333,-10.581,4.110,776,5.425,37.780,55.827,45.428,1.315,85.412
3.226,-14.491,35.730,261,2.349,66.477,9.871,63.062,33.381,97.477
3.556,4.487,43.364,645,35.270,44.725,6.665,18.481,8.094,87.074
3.424,-13.338,57.653,999,-9.911,39.960,12.527,57.274,67.564,76.675
3.700,1.145,24.297,537,20.029,35.397,7.895,6.632,4.268,86.855
3.093,3.605,1.517,42,35.800,66.834,0.490,13.666,34.283,100.000
4.169,-8.078,36.174,530,15.428,83.563,222.420,63.296,20.746,91.944
4.183,-18.597,17.382,15,-9.852,90.071,9.367,102.008,27.234,98.946
3.838,-18.510,25.977,104,0.944,54.287,6.403,43.171,25.033,98.209
3.643,-18.946,29.308,790,36.122,49.832,15.790,133.208,6.814,83.427
3.371,9.565,3.871,202,-9.149,74.985,3.517,23.222,13.020,95.209
3.977,-7.280,29.159,719,9.739,82.429,58.669,48.544,19.420,82.104
3.822,11.852,25.579,924,29.487,40.266,113.287,58.451,3.908,81.927
3.195,-2.731,42.753,677,31.905,43.783,8.156,14.060,10.848,89.526
4.093,-1.880,38.740,58,13.880,62.671,1.235,9.774,24.860,98.744
3.987,0.515,11.113,47,1.624,55.551,0.474,1.208,9.489,98.339
4.140,8.521,12.368,659,19.985,76.463,27.800,37.478,7.617,85.646
3.871,-9.060,15.060,276,3.189,60.359,4.241,50.188,11.871,95.072
3.736,-15.137,10.737,411,2.763,28.928,5.097,81.623,7.974,93.567
3.502,2.242,39.433,177,30.380,33.276,2.025,15.386,9.053,97.054
4.119,-6.921,59.666,800,-2.287,92.153,25.538,40.181,61.953,79.463
4.039,-2.300,39.127,113,-9.724,38.192,5.612,8.636,48.851,100.000
3.054,5.878,36.401,295,6.839,24.007,12.616,10.145,29.562,95.352
3.032,-0.235,24.596,729,14.549,78.516,10.879,1.199,10.047,84.808
3.452,4.811,18.755,437,25.254,74.721,8.291,30.457,6.499,89.860
3.973,1.768,54.664,265,29.056,68.006,4.395,9.978,25.608,93.210
4.185,9.592,58.140,161,23.176,60.180,53.094,49.117,34.964,97.678
3.181,8.237,29.807,840,21.325,97.566,21.155,46.940,8.482,78.716
3.713,1.368,17.412,503,23.287,29.587,15.865,4.371,5.875,90.771
3.457,7.156,46.207,35,3.576,60.813,0.405,27.165,42.631,99.263
4.164,14.942,7.947,586,9.118,65.124,7.527,78.488,1.171,88.341
4.011,-2.709,45.935,457,20.822,21.799,10.499,6.238,25.113,88.044
4.006,-3.489,49.137,646,-6.721,52.959,10.186,21.425,55.858,83.073
3.562,10.570,7.494,370,4.766,82.624,64.682,29.474,2.728,96.866
3.498,3.302,58.612,485,10.321,57.688,7.568,11.547,48.291,89.922
3.328,-17.160,59.131,271,16.672,90.022,25.510,64.061,42.459,97.540
3.068,15.684,56.203,178,14.324,71.584,2.483,70.146,41.879,97.334
4.038,-18.769,29.762,985,25.907,81.287,17.039,45.339,3.855,80.001
3.975,9.936,14.764,479,13.671,84.358,15.578,39.942,1.093,90.536
4.200,10.352,34.921,956,35.206,75.160,25.349,39.632,0.285,82.493
4.196,18.124,25.196,158,9.016,79.950,15.929,38.197,16.180,98.783
3.667,-17.835,12.357,754,16.269,75.625,22.879,100.553,3.912,85.246
3.923,3.874,25.421,927,-9.839,64.037,9.585,12.977,35.260,83.326
4.134,-2.886,39.833,812,5.524,65.323,16.527,8.944,34.309,85.598
4.020,-6.775,4.255,203,33.329,35.191,4.234,46.217,29.074,96.326
3.297,-16.387,20.005,794,6.679,86.195,12.545,30.191,13.326,82.561
3.541,2.506,1.068,277,2.659,44.971,5.658,16.420,1.591,95.361
3.155,-0.838,44.970,142,17.177,62.859,3.923,4.046,27.793,95.193
4.145,-15.818,38.441,519,-6.063,39.964,35.038,49.674,44.504,88.226
3.727,4.500,3.760,511,16.580,75.669,8.060,17.193,12.820,90.452
3.274,9.518,57.884,963,5.183,98.014,12.816,59.986,52.701,79.703
3.806,10.691,1.357,115,9.155,84.155,1.245,58.116,7.798,100.000
3.742,16.215,35.398,391,29.568,69.528,301.146,85.741,5.830,90.076
3.430,-3.621,46.582,342,23.098,65.401,45.004,18.377,23.484,88.346
3.136,18.123,47.274,372,12.305,59.182,4.131,67.866,34.969,94.368
3.806,14.617,2.057,783,18.876,36.398,12.334,41.777,16.819,84.206
3.624,-8.140,54.385,687,28.343,47.841,7.169,21.426,26.042,85.799
3.927,-13.629,55.107,929,27.289,52.512,21.281,81.939,27.818,78.882
3.624,-2.584,33.683,725,-0.734,95.566,17.159,17.099,34.417,81.310
4.023,-3.924,28.925,368,5.046,54.047,10.490,15.002,23.879,90.638
3.662,3.029,2.692,214,7.412,66.895,14.136,13.922,4.720,96.763
3.673,3.335,33.717,510,-0.623,93.794,13.252,24.356,34.340,88.939
4.052,9.999,24.563,568,-9.392,61.474,231.817,35.887,33.955,87.550
3.484,0.396,46.368,900,-1.302,40.116,17.502,1.497,47.670,78.130
3.161,-15.807,24.233,740,30.412,50.480,8.719,52.229,6.179,88.319
3.035,14.332,41.015,811,17.296,50.043,24.727,23.875,23.719,83.132
3.906,-7.609,6.084,326,7.083,77.177,31.439,37.575,0.999,97.915
3.744,18.852,7.977,36,20.417,43.690,0.370,57.384,12.440,99.647
3.845,-15.286,8.383,985,26.992,78.423,71.539,40.725,18.609,83.115
3.256,18.330,2.732,379,7.721,91.139,7.105,93.440,4.989,90.490
3.164,-16.360,32.480,795,13.304,46.886,9.802,85.339,19.176,80.320
3.017,-10.759,47.638,511,-6.789,30.827,19.667,59.510,54.427,88.633
3.421,-18.137,36.625,323,19.855,71.084,3.831,117.963,16.770,93.704
3.708,8.205,34.497,368,7.820,48.868,6.554,54.873,26.677,93.358
3.471,14.012,40.837,223,11.676,62.719,6.586,33.254,29.161,95.754
3.525,-2.637,20.379,933,11.130,70.733,10.761,7.766,9.249,85.681
4.085,17.141,21.717,813,21.620,52.619,12.992,47.874,0.097,84.067
3.418,3.612,18.856,712,18.623,93.976,11.498,12.720,0.233,84.888
3.617,5.200,42.727,99,11.105,51.969,1.945,12.905,31.622,97.061
3.940,13.817,9.698,793,-9.152,44.590,28.122,80.565,18.850,82.030
3.476,-8.128,0.782,74,21.048,90.854,2.373,44.500,20.266,98.876
3.747,-5.829,35.772,723,33.979,30.904,74.384,16.149,1.793,87.265
4.035,16.238,56.543,436,28.478,29.937,17.351,93.849,28.065,93.063
4.139,16.039,36.564,702,39.081,94.856,24.628,35.482,2.517,84.823
3.176,19.059,46.975,367,-3.046,36.717,53.880,69.705,50.021,91.736
4.112,16.074,40.367,62,1.126,31.875,5.201,61.338,39.241,96.766
3.591,-14.905,29.846,623,16.963,62.813,22.446,106.927,12.883,88.644
3.310,12.949,43.104,933,1.794,23.743,13.711,80.758,41.310,78.036
3.551,-3.606,49.446,654,-8.273,69.601,33.993,9.237,57.719,84.935
4.176,19.632,13.484,98,10.114,56.234,1.861,153.805,3.370,88.821
3.591,-1.109,20.168,776,4.382,71.233,15.132,4.493,15.786,81.897
3.395,2.153,13.424,224,3.188,42.715,2.680,9.977,10.236,94.154
3.760,1.191,27.130,74,37.659,92.438,1.207,5.825,10.529,97.198
3.288,-7.131,53.104,789,1.923,41.646,8.596,37.262,51.181,80.913
3.091,-16.999,20.712,709,-3.528,71.005,11.222,52.672,24.240,83.090
3.155,15.826,22.468,183,-3.734,95.607,51.899,30.184,26.202,98.488
3.154,12.107,51.622,292,30.316,52.065,7.532,43.014,21.306,91.869
3.182,-14.419,30.922,56,25.742,32.914,0.798,60.415,5.180,94.650
3.167,11.071,32.127,248,-3.526,25.471,5.163,46.715,35.653,92.399
3.769,5.034,51.648,955,0.988,97.041,22.460,32.044,50.660,78.164
3.218,-3.634,29.432,625,27.367,81.096,9.262,6.623,2.065,87.032
3.415,-9.839,40.893,468,3.731,93.516,15.979,66.600,37.162,90.617
4.076,14.389,5.139,139,39.077,75.907,1.528,116.469,33.938,93.879
3.569,8.008,10.718,902,17.029,47.396,21.527,18.535,6.311,82.361
3.801,1.910,24.263,961,-0.400,29.841,15.136,7.376,24.663,83.300
3.207,4.383,29.690,358,32.940,94.345,3.644,19.474,3.250,94.478
3.231,-16.357,57.944,552,5.974,59.170,7.008,56.020,51.970,89.259
3.049,-1.043,58.239,407,4.440,51.721,7.589,3.916,53.799,92.073
3.203,-12.252,51.072,473,6.372,66.223,5.495,38.807,44.700,89.201
3.334,-11.665,18.936,664,28.410,28.525,11.756,60.989,9.474,89.063
3.212,6.452,57.842,445,-1.339,44.736,9.950,21.678,59.181,91.272
3.106,16.450,41.360,979,9.089,71.030,11.192,58.494,32.271,78.105
3.145,-3.850,23.576,231,-8.458,28.010,62.629,16.514,32.034,94.760
3.553,-11.690,42.100,616,31.331,30.819,14.901,81.150,10.769,85.502
3.248,5.950,0.991,617,7.036,60.847,17.651,28.268,6.045,87.231
3.437,14.847,8.769,299,2.409,69.877,4.170,32.933,6.360,96.199
3.604,9.933,49.781,641,18.995,34.960,285.392,35.024,30.786,86.155
3.828,14.750,38.734,425,25.250,22.647,6.398,63.779,13.484,89.205
3.047,1.462,21.852,994,30.645,96.669,28.167,7.173,8.793,81.947
3.959,10.075,30.040,160,7.389,22.199,14.965,46.680,22.651,98.819
3.753,-14.397,54.309,400,30.615,20.164,4.079,80.435,23.694,89.484
3.098,-6.069,37.895,377,13.244,45.867,17.128,33.077,24.651,94.876
4.048,-4.418,23.889,958,-4.943,37.796,26.937,11.741,28.832,82.467
4.105,0.452,7.220,917,32.315,65.887,42.656,3.059,25.095,80.469
3.073,17.163,17.625,256,17.382,91.537,3.847,85.356,0.243,96.715
3.332,14.972,58.700,740,20.123,58.489,9.430,86.282,38.577,81.718
3.967,-14.619,26.242,861,36.875,81.864,9.988,112.165,10.633,80.993
3.898,-13.088,28.310,493,17.958,92.738,15.509,49.201,10.352,87.421
3.221,-5.694,29.916,965,-9.721,35.152,18.231,20.973,39.637,78.343
3.251,-8.370,53.046,488,33.531,59.065,7.320,24.327,19.515,91.290
3.445,4.591,36.236,181,4.238,71.366,2.858,15.668,31.998,95.910
3.581,16.111,41.621,525,15.088,46.551,7.303,57.390,26.533,86.575
3.742,18.492,23.365,99,0.244,79.180,1.282,124.877,23.121,95.983
3.443,6.144,1.745,736,4.849,76.425,69.109,12.573,3.104,83.870
3.555,13.526,55.858,357,24.332,53.688,20.212,38.663,31.526,92.610
3.897,1.008,56.948,230,11.479,27.036,3.121,5.562,45.469,99.349
3.044,-11.667,56.949,564,21.357,20.926,11.703,58.520,35.592,88.269
3.303,0.988,56.621,5,31.179,49.548,0.116,5.045,25.442,99.852
3.856,2.203,48.915,89,7.041,26.566,1.931,4.841,41.874,100.000
4.074,9.698,41.076,63,18.417,82.530,1.665,46.649,22.659,97.010
3.614,-11.205,50.671,87,28.879,46.746,1.462,31.453,21.792,100.000
3.639,-5.268,36.033,32,25.756,73.288,0.969,38.000,10.277,97.961
3.129,-5.439,8.062,71,16.992,47.710,1.109,34.009,8.930,97.609
3.537,18.378,23.473,555,9.169,83.675,26.352,37.464,14.304,87.819
3.639,-2.242,58.278,252,10.375,91.073,3.315,12.251,47.903,94.102
3.291,10.204,21.068,106,11.657,87.001,1.352,57.746,9.411,97.031
3.323,10.032,52.070,801,7.442,58.758,13.746,32.909,44.628,84.011
3.453,-9.378,5.593,929,24.954,26.716,24.732,49.883,19.361,80.266
3.024,2.875,20.051,919,-3.729,49.737,378.928,6.794,23.780,81.586
3.386,15.772,21.057,513,38.373,53.956,39.366,36.952,17.316,86.121
3.254,-0.992,3.096,135,28.949,96.820,15.187,6.094,25.853,98.803
3.393,17.805,7.146,628,4.908,65.240,312.392,88.432,2.238,89.190
3.144,-11.422,11.590,408,-7.873,71.268,5.628,61.961,19.463,91.857
4.069,-17.034,50.269,120,25.565,82.560,1.255,90.040,24.704,98.143
3.712,15.658,3.804,477,26.718,65.456,226.532,42.551,22.914,88.534
3.815,13.907,17.922,799,38.181,67.879,65.727,56.503,20.259,86.593
3.947,19.704,0.611,823,2.685,39.626,9.547,141.738,2.074,83.206
3.598,7.176,41.738,93,-5.864,24.709,1.345,13.514,47.602,94.445
3.104,17.468,37.218,504,35.757,77.711,12.273,43.960,1.461,91.759
3.645,13.078,38.699,6,2.932,87.895,0.060,41.946,35.767,100.000
3.704,13.777,22.463,943,26.077,52.960,16.318,45.646,3.614,84.430
3.895,2.766,12.496,599,-6.967,63.913,8.902,6.980,19.463,91.188
3.518,-4.705,43.219,693,28.029,44.583,10.554,29.336,15.190,88.245
3.153,17.382,48.667,190,-3.649,56.018,8.244,40.516,52.316,96.459
3.341,-2.715,8.316,456,24.779,36.711,9.245,15.824,16.463,92.144
3.436,1.553,29.210,719,16.617,80.791,32.063,5.510,12.593,83.143
3.775,-2.155,14.923,385,37.774,59.353,7.485,9.648,22.851,91.549
3.685,2.593,10.086,802,-8.154,63.773,198.155,11.412,18.240,89.771
3.427,-1.180,44.060,865,4.602,22.967,22.286,6.348,39.458,78.772
4.184,-18.081,32.286,277,-6.525,69.792,7.319,120.811,38.811,94.154
3.727,15.282,12.971,978,33.960,36.212,32.740,83.215,20.989,79.815
3.285,-2.224,18.600,447,19.695,50.672,50.545,12.132,1.095,92.520
3.122,3.558,57.999,826,16.748,53.017,10.682,5.692,41.251,83.269
3.183,-14.432,50.921,944,-3.427,55.899,22.147,57.753,54.348,82.751
3.295,-19.864,52.797,51,14.452,38.195,0.625,84.174,38.345,98.061
3.193,-10.188,27.601,404,9.935,88.009,4.825,27.944,17.666,93.053
3.224,8.183,37.428,395,5.788,54.228,17.836,35.208,31.640,92.281
3.342,-16.032,22.606,778,28.609,68.971,18.215,64.334,6.003,83.309
3.208,16.355,4.663,755,-6.936,69.115,10.432,63.389,11.599,83.668
4.076,-11.399,24.064,693,22.334,68.559,13.736,31.486,1.730,88.298
3.096,-11.816,35.639,210,31.150,64.745,2.452,42.176,4.489,96.483
3.629,-12.740,17.229,889,35.365,85.810,15.438,76.269,18.136,83.659
3.492,-19.441,50.877,709,27.296,85.009,11.196,75.694,23.581,87.442
4.179,10.872,9.066,269,4.123,53.372,3.409,55.941,4.943,93.214
3.134,15.001,22.028,544,20.025,70.868,41.527,91.736,2.003,87.899
3.477,4.567,7.494,613,-2.930,28.226,10.418,28.705,10.424,86.840
4.163,-12.472,24.290,844,-4.147,27.262,89.241,98.289,28.437,84.448
4.039,-8.589,2.380,281,21.931,58.393,10.487,21.387,19.551,94.431
3.980,-0.963,16.353,397,32.555,92.016,18.009,5.473,16.202,92.236
3.309,18.174,24.044,748,-6.638,72.000,13.091,50.222,30.682,82.439
3.205,-10.106,28.690,215,-4.700,73.537,2.543,35.835,33.390,96.882
3.802,9.266,32.622,431,18.280,32.614,30.463,53.535,14.342,92.500
4.115,-2.422,16.499,320,0.911,56.264,4.152,13.638,15.588,94.489
3.668,-8.086,31.382,813,20.591,52.063,53.615,37.329,10.791,83.565
3.686,-1.763,30.540,638,0.727,82.638,32.259,11.188,29.813,88.965
3.336,-17.152,18.971,492,-4.176,31.026,5.361,87.196,23.147,89.436
3.923,11.947,49.812,950,17.279,63.135,483.907,81.155,32.533,82.935
3.224,-10.268,32.738,605,33.110,92.908,29.487,62.828,0.372,88.688
3.388,9.016,19.936,585,24.256,91.397,26.186,47.895,4.320,85.337
3.511,-17.266,56.840,127,30.936,88.187,4.394,66.264,25.904,96.293
3.609,18.204,50.707,73,3.317,49.999,1.974,53.818,47.390,98.414
